,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[141, 0]",0.0,0.0,0.0,0.0,0.0,0.0,47.0,277.0,1.09
"p[141, 1]",0.0,0.0,0.0,0.0,0.0,0.0,31.0,265.0,1.09
"p[141, 2]",0.0,0.0,0.0,0.0,0.0,0.0,19.0,249.0,1.16
"p[141, 3]",0.0,0.0,0.0,0.0,0.0,0.0,41.0,110.0,1.08
"p[141, 4]",0.0,0.0,0.0,0.0,0.0,0.0,128.0,258.0,1.03
"p[141, 5]",0.0,0.0,0.0,0.0,0.0,0.0,50.0,250.0,1.06
"p[141, 6]",0.0,0.0,0.0,0.0,0.0,0.0,20.0,418.0,1.16
"p[141, 7]",1.0,0.0,1.0,1.0,0.0,0.0,191.0,1409.0,1.02
"p[141, 8]",0.0,0.0,0.0,0.0,0.0,0.0,77.0,351.0,1.05
"p[141, 9]",0.0,0.0,0.0,0.0,0.0,0.0,48.0,123.0,1.07
"p[142, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[142, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[142, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[142, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[142, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[142, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[142, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[142, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[142, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[142, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[143, 0]",0.005,0.023,0.0,0.017,0.0,0.0,468.0,712.0,1.01
"p[143, 1]",0.001,0.008,0.0,0.0,0.0,0.0,39.0,219.0,1.07
"p[143, 2]",0.001,0.01,0.0,0.0,0.0,0.0,41.0,598.0,1.08
"p[143, 3]",0.001,0.006,0.0,0.0,0.0,0.0,185.0,293.0,1.01
"p[143, 4]",0.0,0.005,0.0,0.0,0.0,0.0,54.0,327.0,1.06
"p[143, 5]",0.001,0.007,0.0,0.0,0.0,0.0,88.0,206.0,1.04
"p[143, 6]",0.001,0.008,0.0,0.0,0.0,0.0,45.0,237.0,1.07
"p[143, 7]",0.99,0.034,0.947,1.0,0.001,0.001,499.0,2731.0,1.01
"p[143, 8]",0.001,0.011,0.0,0.0,0.0,0.0,31.0,399.0,1.09
"p[143, 9]",0.001,0.011,0.0,0.0,0.0,0.0,49.0,172.0,1.07
"p[144, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[144, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[144, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[144, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[144, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[144, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[144, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[144, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[144, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[144, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[145, 0]",0.0,0.0,0.0,0.0,0.0,0.0,37.0,246.0,1.09
"p[145, 1]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,230.0,1.1
"p[145, 2]",0.0,0.0,0.0,0.0,0.0,0.0,17.0,237.0,1.18
"p[145, 3]",0.0,0.0,0.0,0.0,0.0,0.0,37.0,115.0,1.09
"p[145, 4]",0.0,0.0,0.0,0.0,0.0,0.0,127.0,203.0,1.03
"p[145, 5]",0.0,0.0,0.0,0.0,0.0,0.0,42.0,243.0,1.07
"p[145, 6]",0.0,0.0,0.0,0.0,0.0,0.0,17.0,299.0,1.19
"p[145, 7]",1.0,0.0,1.0,1.0,0.0,0.0,281.0,899.0,1.03
"p[145, 8]",0.0,0.0,0.0,0.0,0.0,0.0,76.0,362.0,1.05
"p[145, 9]",0.0,0.0,0.0,0.0,0.0,0.0,48.0,158.0,1.07
"p[146, 0]",0.0,0.0,0.0,0.0,0.0,0.0,108.0,439.0,1.05
"p[146, 1]",0.0,0.0,0.0,0.0,0.0,0.0,65.0,407.0,1.05
"p[146, 2]",0.0,0.0,0.0,0.0,0.0,0.0,35.0,298.0,1.09
"p[146, 3]",0.0,0.0,0.0,0.0,0.0,0.0,64.0,517.0,1.06
"p[146, 4]",0.0,0.0,0.0,0.0,0.0,0.0,183.0,261.0,1.02
"p[146, 5]",0.0,0.0,0.0,0.0,0.0,0.0,90.0,490.0,1.05
"p[146, 6]",0.0,0.0,0.0,0.0,0.0,0.0,31.0,571.0,1.11
"p[146, 7]",1.0,0.001,1.0,1.0,0.0,0.0,231.0,1483.0,1.03
"p[146, 8]",0.0,0.0,0.0,0.0,0.0,0.0,127.0,369.0,1.03
"p[146, 9]",0.0,0.0,0.0,0.0,0.0,0.0,115.0,543.0,1.04
"p[147, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[147, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[147, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[147, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[147, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[147, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[147, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[147, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[147, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[147, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[148, 0]",0.0,0.0,0.0,0.0,0.0,0.0,54.0,490.0,1.06
"p[148, 1]",0.0,0.0,0.0,0.0,0.0,0.0,124.0,501.0,1.04
"p[148, 2]",0.0,0.0,0.0,0.0,0.0,0.0,64.0,413.0,1.06
"p[148, 3]",0.0,0.001,0.0,0.0,0.0,0.0,93.0,368.0,1.04
"p[148, 4]",0.0,0.0,0.0,0.0,0.0,0.0,141.0,296.0,1.03
"p[148, 5]",0.0,0.0,0.0,0.0,0.0,0.0,96.0,542.0,1.04
"p[148, 6]",0.0,0.0,0.0,0.0,0.0,0.0,91.0,592.0,1.05
"p[148, 7]",1.0,0.005,1.0,1.0,0.0,0.0,331.0,1447.0,1.02
"p[148, 8]",0.0,0.002,0.0,0.0,0.0,0.0,144.0,366.0,1.03
"p[148, 9]",0.0,0.005,0.0,0.0,0.0,0.0,167.0,611.0,1.04
"p[149, 0]",0.0,0.0,0.0,0.0,0.0,0.0,40.0,260.0,1.1
"p[149, 1]",0.0,0.0,0.0,0.0,0.0,0.0,27.0,258.0,1.11
"p[149, 2]",0.0,0.0,0.0,0.0,0.0,0.0,17.0,219.0,1.19
"p[149, 3]",0.0,0.0,0.0,0.0,0.0,0.0,36.0,95.0,1.08
"p[149, 4]",0.0,0.0,0.0,0.0,0.0,0.0,106.0,256.0,1.04
"p[149, 5]",0.0,0.0,0.0,0.0,0.0,0.0,42.0,223.0,1.07
"p[149, 6]",0.0,0.0,0.0,0.0,0.0,0.0,17.0,402.0,1.18
"p[149, 7]",1.0,0.0,1.0,1.0,0.0,0.0,255.0,1262.0,1.02
"p[149, 8]",0.0,0.0,0.0,0.0,0.0,0.0,58.0,304.0,1.06
"p[149, 9]",0.0,0.0,0.0,0.0,0.0,0.0,38.0,121.0,1.09
"p[150, 0]",0.0,0.0,0.0,0.0,0.0,0.0,144.0,430.0,1.04
"p[150, 1]",0.0,0.0,0.0,0.0,0.0,0.0,173.0,388.0,1.03
"p[150, 2]",0.0,0.0,0.0,0.0,0.0,0.0,178.0,469.0,1.04
"p[150, 3]",0.0,0.0,0.0,0.0,0.0,0.0,191.0,539.0,1.04
"p[150, 4]",0.0,0.0,0.0,0.0,0.0,0.0,203.0,364.0,1.03
"p[150, 5]",0.0,0.001,0.0,0.0,0.0,0.0,168.0,425.0,1.03
"p[150, 6]",0.0,0.0,0.0,0.0,0.0,0.0,202.0,489.0,1.04
"p[150, 7]",1.0,0.001,1.0,1.0,0.0,0.0,166.0,1301.0,1.03
"p[150, 8]",0.0,0.0,0.0,0.0,0.0,0.0,197.0,405.0,1.03
"p[150, 9]",0.0,0.0,0.0,0.0,0.0,0.0,206.0,463.0,1.02
"p[151, 0]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,205.0,1.11
"p[151, 1]",0.0,0.0,0.0,0.0,0.0,0.0,23.0,165.0,1.12
"p[151, 2]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,186.0,1.24
"p[151, 3]",0.0,0.0,0.0,0.0,0.0,0.0,27.0,73.0,1.11
"p[151, 4]",0.0,0.0,0.0,0.0,0.0,0.0,81.0,159.0,1.05
"p[151, 5]",0.0,0.0,0.0,0.0,0.0,0.0,31.0,200.0,1.09
"p[151, 6]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,232.0,1.26
"p[151, 7]",1.0,0.0,1.0,1.0,0.0,0.0,285.0,693.0,1.02
"p[151, 8]",0.0,0.0,0.0,0.0,0.0,0.0,46.0,238.0,1.08
"p[151, 9]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,153.0,1.1
"p[152, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[152, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[152, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[152, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[152, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[152, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[152, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[152, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[152, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[152, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[153, 0]",0.0,0.0,0.0,0.0,0.0,0.0,78.0,323.0,1.07
"p[153, 1]",0.0,0.0,0.0,0.0,0.0,0.0,88.0,387.0,1.05
"p[153, 2]",0.0,0.0,0.0,0.0,0.0,0.0,55.0,340.0,1.07
"p[153, 3]",0.0,0.0,0.0,0.0,0.0,0.0,87.0,346.0,1.05
"p[153, 4]",0.0,0.0,0.0,0.0,0.0,0.0,210.0,292.0,1.02
"p[153, 5]",0.0,0.0,0.0,0.0,0.0,0.0,106.0,390.0,1.04
"p[153, 6]",0.0,0.0,0.0,0.0,0.0,0.0,98.0,470.0,1.07
"p[153, 7]",1.0,0.0,1.0,1.0,0.0,0.0,237.0,1260.0,1.03
"p[153, 8]",0.0,0.0,0.0,0.0,0.0,0.0,173.0,465.0,1.02
"p[153, 9]",0.0,0.0,0.0,0.0,0.0,0.0,150.0,392.0,1.03
"p[154, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[154, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[154, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[154, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[154, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[154, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[154, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[154, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[154, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[154, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[155, 0]",0.0,0.0,0.0,0.0,0.0,0.0,51.0,447.0,1.07
"p[155, 1]",0.0,0.001,0.0,0.0,0.0,0.0,29.0,276.0,1.09
"p[155, 2]",0.0,0.011,0.0,0.0,0.0,0.0,17.0,203.0,1.18
"p[155, 3]",0.0,0.001,0.0,0.0,0.0,0.0,38.0,302.0,1.09
"p[155, 4]",0.0,0.005,0.0,0.0,0.0,0.0,91.0,235.0,1.04
"p[155, 5]",0.0,0.005,0.0,0.0,0.0,0.0,38.0,265.0,1.07
"p[155, 6]",0.0,0.007,0.0,0.0,0.0,0.0,15.0,355.0,1.21
"p[155, 7]",0.999,0.016,1.0,1.0,0.0,0.0,369.0,1129.0,1.02
"p[155, 8]",0.0,0.003,0.0,0.0,0.0,0.0,63.0,262.0,1.07
"p[155, 9]",0.0,0.006,0.0,0.0,0.0,0.0,39.0,265.0,1.08
"p[156, 0]",0.0,0.0,0.0,0.0,0.0,0.0,338.0,712.0,1.02
"p[156, 1]",0.0,0.0,0.0,0.0,0.0,0.0,87.0,271.0,1.04
"p[156, 2]",0.0,0.001,0.0,0.0,0.0,0.0,170.0,568.0,1.03
"p[156, 3]",0.0,0.001,0.0,0.0,0.0,0.0,215.0,292.0,1.01
"p[156, 4]",0.0,0.0,0.0,0.0,0.0,0.0,77.0,437.0,1.04
"p[156, 5]",0.0,0.0,0.0,0.0,0.0,0.0,169.0,248.0,1.03
"p[156, 6]",0.0,0.0,0.0,0.0,0.0,0.0,176.0,287.0,1.03
"p[156, 7]",1.0,0.001,1.0,1.0,0.0,0.0,338.0,1381.0,1.01
"p[156, 8]",0.0,0.0,0.0,0.0,0.0,0.0,69.0,374.0,1.05
"p[156, 9]",0.0,0.0,0.0,0.0,0.0,0.0,177.0,208.0,1.03
"p[157, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[157, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[157, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[157, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[157, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[157, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[157, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[157, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[157, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[157, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[158, 0]",0.0,0.0,0.0,0.0,0.0,0.0,82.0,281.0,1.07
"p[158, 1]",0.0,0.0,0.0,0.0,0.0,0.0,49.0,330.0,1.07
"p[158, 2]",0.0,0.0,0.0,0.0,0.0,0.0,30.0,315.0,1.11
"p[158, 3]",0.0,0.0,0.0,0.0,0.0,0.0,79.0,305.0,1.06
"p[158, 4]",0.0,0.0,0.0,0.0,0.0,0.0,200.0,311.0,1.02
"p[158, 5]",0.0,0.0,0.0,0.0,0.0,0.0,86.0,297.0,1.04
"p[158, 6]",0.0,0.0,0.0,0.0,0.0,0.0,34.0,477.0,1.11
"p[158, 7]",1.0,0.0,1.0,1.0,0.0,0.0,343.0,1279.0,1.02
"p[158, 8]",0.0,0.0,0.0,0.0,0.0,0.0,125.0,486.0,1.03
"p[158, 9]",0.0,0.0,0.0,0.0,0.0,0.0,108.0,322.0,1.05
"p[159, 0]",0.0,0.0,0.0,0.0,0.0,0.0,108.0,302.0,1.06
"p[159, 1]",0.0,0.0,0.0,0.0,0.0,0.0,99.0,379.0,1.05
"p[159, 2]",0.0,0.0,0.0,0.0,0.0,0.0,59.0,374.0,1.07
"p[159, 3]",0.0,0.0,0.0,0.0,0.0,0.0,169.0,432.0,1.05
"p[159, 4]",0.0,0.0,0.0,0.0,0.0,0.0,234.0,350.0,1.02
"p[159, 5]",0.0,0.0,0.0,0.0,0.0,0.0,150.0,412.0,1.03
"p[159, 6]",0.0,0.0,0.0,0.0,0.0,0.0,97.0,469.0,1.07
"p[159, 7]",1.0,0.0,1.0,1.0,0.0,0.0,303.0,1237.0,1.02
"p[159, 8]",0.0,0.0,0.0,0.0,0.0,0.0,190.0,492.0,1.01
"p[159, 9]",0.0,0.0,0.0,0.0,0.0,0.0,161.0,384.0,1.03
"p[160, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[160, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[160, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[160, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[160, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[160, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[160, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[160, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[160, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[160, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[161, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[161, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[161, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[161, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[161, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[161, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[161, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[161, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[161, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[161, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[162, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[162, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[162, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[162, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[162, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[162, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[162, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[162, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[162, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[162, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[163, 0]",0.0,0.001,0.0,0.0,0.0,0.0,84.0,487.0,1.06
"p[163, 1]",0.0,0.001,0.0,0.0,0.0,0.0,40.0,319.0,1.07
"p[163, 2]",0.0,0.009,0.0,0.0,0.0,0.0,23.0,268.0,1.13
"p[163, 3]",0.0,0.001,0.0,0.0,0.0,0.0,49.0,481.0,1.07
"p[163, 4]",0.0,0.008,0.0,0.0,0.0,0.0,128.0,267.0,1.02
"p[163, 5]",0.0,0.0,0.0,0.0,0.0,0.0,53.0,368.0,1.06
"p[163, 6]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,484.0,1.16
"p[163, 7]",0.999,0.014,1.0,1.0,0.0,0.0,310.0,1367.0,1.03
"p[163, 8]",0.0,0.001,0.0,0.0,0.0,0.0,88.0,305.0,1.05
"p[163, 9]",0.0,0.007,0.0,0.0,0.0,0.0,62.0,360.0,1.06
"p[164, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[164, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[164, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[164, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[164, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[164, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[164, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[164, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[164, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[164, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[165, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[165, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[165, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[165, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[165, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[165, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[165, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[165, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[165, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[165, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[166, 0]",0.0,0.0,0.0,0.0,0.0,0.0,48.0,395.0,1.07
"p[166, 1]",0.0,0.0,0.0,0.0,0.0,0.0,41.0,326.0,1.07
"p[166, 2]",0.0,0.0,0.0,0.0,0.0,0.0,22.0,253.0,1.14
"p[166, 3]",0.0,0.0,0.0,0.0,0.0,0.0,43.0,397.0,1.08
"p[166, 4]",0.0,0.0,0.0,0.0,0.0,0.0,120.0,216.0,1.03
"p[166, 5]",0.0,0.0,0.0,0.0,0.0,0.0,49.0,290.0,1.06
"p[166, 6]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,374.0,1.15
"p[166, 7]",1.0,0.0,1.0,1.0,0.0,0.0,302.0,1207.0,1.03
"p[166, 8]",0.0,0.0,0.0,0.0,0.0,0.0,85.0,292.0,1.05
"p[166, 9]",0.0,0.0,0.0,0.0,0.0,0.0,60.0,413.0,1.06
"p[167, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[167, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[167, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[167, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[167, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[167, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[167, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[167, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[167, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[167, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[168, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[168, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[168, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[168, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[168, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[168, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[168, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[168, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[168, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[168, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[169, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[169, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[169, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[169, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[169, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[169, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[169, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[169, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[169, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[169, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[170, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[170, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[170, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[170, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[170, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[170, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[170, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[170, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[170, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[170, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[171, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[171, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[171, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[171, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[171, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[171, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[171, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[171, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[171, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
